Correo,Nombre,Apellido,Telefono,Estado,Municipio,RazonSocial,Cargo,OtroCargo,NoEmpleados,SolucionInteres,ServicioInteres,Mensaje,AvisoPrivacidad,Newsletter,CreatedAt,UpdatedAt,Tipo,Region,CorreoComercial,CorreoMkt,utm_source,utm_medium,utm_campaign,utm_content
acilocalizagps@gmail.com,Ignacio,Andrade,3511012791,Michoacán de Ocampo,Jacona,ACIGPS,Gerente,,5 a 25,Conectividad Telcel,Conectividad Avanzada M2M,"Estamos interesados en conocer sus servicios de SIM IOT M2M, para nuestra empresa fe rastreo satelital",True,False,3/31/2026 8:38:03 PM,3/31/2026 8:38:03 PM,COT,R5,alejandra.munoz@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
consultoria@broker-it.mx,Gustavo,Dorantes Chavez,4422302900,Querétaro,San Juan del Río,Construcciones Defroy S.A. de C.V.,Especialista,,50 a 100,Conectividad Telcel,Redes Privadas de Datos,"Buen día;

La solicitud es contar con un apn para comunicar dispositivos IoT y poder gestionar VPNs entre ellos de igual forma con la renta de los módems que puedan ofrecer.",True,True,3/31/2026 10:42:32 PM,3/31/2026 10:42:32 PM,COV,R6,jorge.galvan@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
salvador.flores@navx.com.mx,salvador,flores corona,5531135705,Estado de México,La Paz,MONARCAGRU SAS DE CV,Gerente,,1 a 5,Conectividad Telcel,Conectividad Avanzada M2M,"Me pongo en contacto con ustedes ya que estamos en proceso de implementación de soluciones de telemetría y rastreo vehicular, incluyendo dispositivos GPS y cámaras con conectividad móvil
Nos gustaría solicitar información sobre:
Planes de datos disponibles para dispositivos de telemetría y rastreo
Opciones de SIM M2M o IoT
Cobertura y estabilidad de la red
Condiciones de contratación y tiempos de activación",True,True,3/31/2026 10:44:01 PM,3/31/2026 10:44:01 PM,COT,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
sonia.soto@sequopro.com,Sonia,Soto,5547812042,Ciudad de México,Cuauhtémoc,SEQUOPRO SA DE CV,Especialista,,1 a 5,Conectividad Telcel,Conectividad Avanzada M2M,Solicito apoyo para contratar servicios de comunicación para conectar un modem para envío de datos de sensores meteorologicos instalados en una minera.,True,False,3/31/2026 11:06:29 PM,3/31/2026 11:06:29 PM,COV,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
ventas@lotor.com.mx,LORENA,BOLAÑOS CACHO ROSALES,5530460879,Querétaro,Corregidora,Lotor Telematics,Dueño/Propietario,,1 a 5,Comunicación Empresarial,Control de Ventas,Necesitamos ceder los derechos de personas físicas a persona moral para 4 líneas que se tienen actualmente.,True,True,3/31/2026 11:43:16 PM,3/31/2026 11:43:16 PM,COE,R6,luialdve@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
drcarlosmaury@gmail.com,Carlos,Maury Couoh,9993446664,Yucatán,Mérida,MAC 8611127G1,Dueño/Propietario,,1 a 5,Planes Empresariales,Plan Telcel Empresa,Necesito plan empresarial extrA,True,True,4/1/2026 2:57:31 AM,4/1/2026 2:57:31 AM,PTE,R8,maria.rodriguez@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
agencia.enfermeria.apv@gmail.com,Ruben,Elizalde Duran,2294461345,Estado de México,Chalco,Clínica Domiciliaria Amar Para Vivir,Gerente,,5 a 25,Planes Empresariales,Plan Telcel Empresa,"Me interesa el plan Telcel Empresa 5, paquete de 24 GB $599",True,True,4/1/2026 7:38:36 AM,4/1/2026 7:38:36 AM,PTE,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
cervantes@sinergiamty.com,carlos,cervantes,8111230004,Nuevo León,Monterrey,director,Director,,1 a 5,Seguridad,Control de Dispositivos MDM,llevar el control total de los aparatos,True,True,4/1/2026 8:36:28 AM,4/1/2026 8:36:28 AM,COT,R4,americo.chapa@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
moncho@agendacita.net,José Ramón,León Ortíz,5530407956,Ciudad de México,Gustavo A. Madero,Lead Lab Mexico SAS de CV,Dueño/Propietario,,1 a 5,Planes Empresariales,Plan Telcel Empresa,Requiero 1 línea telcel con factura a mi empresa. Puedo pasar el eSIM actual que tengo a que se facture a mi empresa?,True,False,4/1/2026 9:16:47 AM,4/1/2026 9:16:47 AM,PTE,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
mayoreo@casavillegas.com,Ashanti,Benavides,8128913598,Nuevo León,Monterrey,Casa Villegas,Jefe,,5 a 25,Conectividad Telcel,Internet Gestionado,Internet y telefono fijo para la empresa,True,True,4/1/2026 9:51:56 AM,4/1/2026 9:51:56 AM,COV,R4,americo.chapa@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
jireh.rivera@vanume.com,Jireh,Rivera,4434320560,Ciudad de México,Miguel Hidalgo,VANUME,Asistente,,50 a 100,Conectividad Telcel,Conectividad Avanzada M2M,"Buen día,

Nos encontramos actualmente evaluando una solución de dispositivos GPS tracker, para los cuales se nos ha recomendado el uso de tecnología LTE-M (Cat-M1), debido a sus beneficios en consumo energético y conectividad.

Actualmente estamos utilizando SIMs convencionales; sin embargo, por requerimientos de optimización de batería y desempeño, buscamos migrar a una solución IoT/M2M basada en LTE-M.

Nos gustaría recibir información sobre:

Disponibilidad de SIMs IoT con soporte LTE-M (Cat-M1)
Cobertura de esta tecnología en México (particularmente en nuestra zona)
Planes disponibles y costos aproximados
Requerimientos técnicos (APN, configuraciones, activación, etc.)

En una primera etapa, estamos considerando la adquisición de aproximadamente 50 SIMs, con posibilidad de crecimiento a corto plazo.",True,False,4/1/2026 11:20:20 AM,4/1/2026 11:20:20 AM,COV,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
administracion@transformasol.com,TRANSFORMASOL,SA DE CV,3322577755,Jalisco,Tlajomulco de Zúñiga,TRANSFORMASOL,Gerente,,5 a 25,Planes Empresariales,Plan Telcel Empresa,INFORMACION ACERCA DE PLANES EMPRESARIALES,True,False,4/1/2026 11:44:47 AM,4/1/2026 11:44:47 AM,PTE,R5,alejandra.munoz@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
jlmadero@polymerals.com,Jose Luis,Madero,8711747519,Coahuila de Zaragoza,Torreón,Guar Pro México,Director,,1 a 5,Gestión Vehicular Telcel,Módulo de Ruteo,"Tengo camionetas en Mante Tam, Torreón Coah. Los Mochis Sinaloa a",True,True,4/1/2026 11:48:58 AM,4/1/2026 11:48:58 AM,GVT,R4,americo.chapa@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
andresmedina@isagas.com.mx,ANDRES,MEDINA,5537338504,Ciudad de México,Venustiano Carranza,ESPECIALISTAS EN SUMINISTRO Y ADMINISTRACION DE GAS SA DE CV / AMCGAS SA DE CV,Dueño/Propietario,,5 a 25,Planes Empresariales,Plan Telcel Empresa,"Requiero contratar líneas telefónicas, así como la portabilidad de las lineas telefonicas.",True,False,4/1/2026 12:21:35 PM,4/1/2026 12:21:35 PM,PTE,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
juan.juncol@gmail.com,JUAN CARLOS,JUNCO,4423447187,Querétaro,Querétaro,JUAN CARLOS JUNCO OLVERA,Director,,5 a 25,Planes Empresariales,Plan Telcel Empresa,SOY PERSONA FÍSICA CON ACTIVIDAD DE SERVICIOS PROFESIONALES DE CONTABILIDAD;  ACTUALMENTE CUENTO CON 6 LINEAS DE TELCEL Y QUIERO INCLUIR ESTAS LINEAS EN UN PLAN DE EMPRESA,True,True,4/1/2026 12:49:25 PM,4/1/2026 12:49:25 PM,PNE,R6,luialdve@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
hector.valles@mpiochih.gob.mx,Héctor,Valles,6141786326,Chihuahua,Chihuahua,Municipio de chihuahua,Otro,Empleado,1 a 5,Business Intelligence,Autenticación Móvil,Me gustaría registrar está línea,True,False,4/1/2026 1:10:31 PM,4/1/2026 1:10:31 PM,BUI,R3,antonio.porras@telcelmkt.com,gisela.sosa@demo.reseller.telcel.com,,,,
alondra.lopez@dkusm.com,Alondra,lopez,8116124140,Querétaro,Querétaro,DONGKUK STEEL MEXICO,Asistente,,50 a 100,Conectividad Telcel,eSIM,"recargas mensuales   para usuarios   se requiere factura  , es para Dongkuk Steel Querétaro, me parece que ya se tiene un ejecutivo para Monterrey
",True,False,4/1/2026 2:15:53 PM,4/1/2026 2:15:53 PM,COT,R6,jorge.galvan@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
malialgz@gmail.com,MARIANA,ALVAREZ,5561841279,Ciudad de México,Gustavo A. Madero,CESAR CRUZ MONTIEL,Gerente,,1 a 5,Comunicación Empresarial,Control de Ventas,NECESITAMOS UN PLAN PARA CELULARES PARA UNA EMPRESA CHICA,True,True,4/1/2026 2:21:40 PM,4/1/2026 2:21:40 PM,COT,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
gabo@pitahaya-studio.com,Gabriel Antonio,Cañas de Santos,5528526056,Yucatán,Mérida,LABORATORIO ARQUITECTURA Y MOBILIARIO SC,Dueño/Propietario,,1 a 5,Planes Empresariales,Plan Telcel Empresa,Actualmente tengo una línea Telcel con el número (55) 2852 6056 y me gustaría realizar portabilidad de otro número (55) 8534 2962 y manejar ambos dentro de un mismo plan empresarial.  De igual forma estamos interesados en  planes con equipo incluido.,True,False,4/1/2026 2:39:35 PM,4/1/2026 2:39:35 PM,PTE,R8,maria.rodriguez@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
compras@cosein.com.mx,JUAN MANUEL,FERMOSO GOMEZ,5533764863,Ciudad de México,Azcapotzalco,compuestos de ingenieria de sellos industriales sa de cv,Gerente,,5 a 25,Planes Empresariales,Plan Telcel Empresa,favor cotizar 5 lineas,True,True,4/1/2026 3:41:36 PM,4/1/2026 3:41:36 PM,PTE,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
jmarrufo@allianceairproducts.com,Jesús,Marrufo,6649697013,Baja California,Tijuana,EAI0406077RA,Asistente,,1000+,Planes Empresariales,Plan Telcel Ultra Empresa,"Buen día,

Estamos buscando mejorar nuestro servicio actual de líneas de celular. Contamos con alrededor de 25 líneas con equipo. Nos gustaría obtener algún plan con beneficios de llamadas nacionales e internacionales, ya que estamos en constante comunicación con proveedores y clientes de USA, y de ser posible, con alguna solución de datos ilimitados para Microsoft Teams. ¿Cuentan con alguna plataforma web para administrar los dispositivos que se tienen contratados?

Gracias.",True,False,4/1/2026 4:21:30 PM,4/1/2026 4:21:30 PM,TEU,R1,melpadsa@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
ebenitez@pasa.mx,Eloy,Benitez,6862413911,Baja California,Mexicali,GIN811027SS4,Otro,Asesor de oficina,5 a 25,Conectividad Telcel,Conectividad Avanzada M2M,"Hola buen día, me comunico porque necesito sacar la factura de un chip de teléfono que se compró el día de hoy, me dieron la factura impresa, pero necesitaría la digital y el archivo XML",True,False,4/1/2026 5:23:08 PM,4/1/2026 5:23:08 PM,COT,R1,ignacio.sanchez@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
gerenciaoperativa@enalto.mx,Rusvel,Ballina,9997471807,Yucatán,Mérida,Enalto,Gerente,,5 a 25,Gestión de Fuerza en Campo,Servicios en Campo,Servicio en campo para Hojas de servicio de mantenimiento.,True,False,4/1/2026 9:52:57 PM,4/1/2026 9:52:57 PM,GFC,R8,maria.rodriguez@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
noreply@linkedin.com,Homero Israel,Magaña Villanueva,5534786365,Estado de México,Huehuetoca,SA.CV,Dueño/Propietario,,50 a 100,Planes Empresariales,Plan Telcel Empresa,Me interesa telefonos de gama alta,True,True,4/2/2026 2:14:45 AM,4/2/2026 2:14:45 AM,PTE,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
jeppe@ost.mx,Jeppe,Overgaard,4423225751,Querétaro,Querétaro,Ost gourmet,Director,,5 a 25,Gestión Vehicular Telcel,Medición de Combustible,Me interesa poner un GPS en nuestra camioneta de entregas. Busco la solución más barata y simple.,True,False,4/2/2026 7:31:08 AM,4/2/2026 7:31:08 AM,COT,R6,luialdve@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
gruas4d@hotmail.com,DELFINA,González Reyes,2484898968,Puebla,Coronango,GRUAS Y CONSTRUCIONES 4D,Gerente,,5 a 25,Gestión Vehicular Telcel,Video a bordo,REQUIERO VER LA UBICACION DE MIS UNIDADES,True,True,4/2/2026 7:42:47 AM,4/2/2026 7:42:47 AM,GVT,R7,juan.galicia@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
denisseamway@gmail.com,celia denisse,gonzalez aguirre,6141777336,Chihuahua,Chihuahua,empleada,Asistente,,5 a 25,Business Intelligence,Autenticación Móvil,"Tengo línea corporativa pero mi jefe me va a ceder el número 6141777336 para que esté a mi nombre: Celia Denisse Gonzalez Aguirre
Si es tan amable de decirme a qué correo y qué documentos es necesario mandar por correo",True,False,4/2/2026 9:41:18 AM,4/2/2026 9:41:18 AM,BUI,R3,antonio.porras@telcelmkt.com,gisela.sosa@demo.reseller.telcel.com,,,,
multisa1@msn.com,Enrique,Hernandex,6562236896,Chihuahua,Juárez,Enrique Hernández Hernandez,Dueño/Propietario,,1 a 5,Gestión Vehicular Telcel,Módulo de Ruteo,Información sobre los GPS y costos por unidad estoy buscando rastrear 5 unidades,True,True,4/2/2026 9:58:48 AM,4/2/2026 9:58:48 AM,GVT,R3,alberto.sifuentes@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
jrubio@krafa.mx,José,Rubio,5514515171,Ciudad de México,Iztapalapa,La Once Productos Secos,Otro,Consultor IT,5 a 25,Conectividad Telcel,Internet Gestionado,"Actualmente cuento con internet Infinitum en la empresa pero constantemente se pierde el servicio, estoy buscando un segundo enlace de respaldo.

Gracias",True,False,4/2/2026 11:46:33 AM,4/2/2026 11:46:33 AM,COV,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
ibarracanojosemanuel@gmail.com,Jose Manuel,Ibarra cano,4721402742,Guanajuato,Silao de la Victoria,Enpresa,Otro,Chofer,1 a 5,Planes Empresariales,Plan Telcel Empresa,Lo nesesito para trabajar,True,False,4/2/2026 11:48:20 AM,4/2/2026 11:48:20 AM,PTE,R6,luialdve@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
drjuanwetmore@als20.com,juan luis,wetmore ibarez,6624292507,Sonora,Hermosillo,ambientes laborales saludables,Gerente,,5 a 25,Conectividad Telcel,eSIM,necesito lineas telefonicas para grupo de trabajo,True,False,4/2/2026 12:26:46 PM,4/2/2026 12:26:46 PM,COT,R2,manuel.zuniga@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
obarrera@ofisinergia.com,Diego,Barrera,5551071228,Ciudad de México,Coyoacán,OFISINERGIA,Dueño/Propietario,,1 a 5,Planes Empresariales,Plan Telcel Empresa,Actual mente tengo planes Att y busco una mejor oferta,True,False,4/2/2026 2:00:39 PM,4/2/2026 2:00:39 PM,PTE,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
contabilidad@gruporyr.mx,SANDRA,FLORES,8335360665,Tamaulipas,Ciudad Madero,INGENIERIA Y MANTENIMIENTO INDUSTRIAL RYR,Contador,,25 a 50,Planes Empresariales,Plan Telcel Empresa,QUIERO SABER COSTOS DE PAQUETE PARA 4 CELULARES,True,True,4/2/2026 3:29:46 PM,4/2/2026 3:29:46 PM,PTE,R4,americo.chapa@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
contabilidadlonghornfoods@gmail.com,David eduardo,Kuman Ek,9984002715,Quintana Roo,Benito Juárez,Longhorn Foods S.A DE C.V,Contador,,5 a 25,Conectividad Telcel,eSIM,PLANES DE DATOS Y LLAMADAS Y MENSAJES ILIMITADOS PARA UNA FLOTILLA DE 7 CHOFERES Y 4 ADMINISTRATIVOS,True,True,4/2/2026 4:41:15 PM,4/2/2026 4:41:15 PM,COT,R8,maria.rodriguez@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
cisnerosrosa359@gmail.com,Alejandra,Eucario,7441366289,Guerrero,Acapulco de Juárez,Ninguno,Otro,No,1 a 5,Seguridad,Control de Dispositivos MDM,Desbloquear por falta de pago y ya no puedo pagarlo,True,True,4/2/2026 5:01:51 PM,4/2/2026 5:01:51 PM,SEG,R7,juan.galicia@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
dora.ordonez@lk.world,Dora,Ordoñez,8127254891,Nuevo León,San Nicolás de los Garza,Lk machinery México,Contador,,1 a 5,Planes Empresariales,Plan Telcel Empresa,"Hola buen día, ¿Cuáles son los requisitos para tener plan empresarial? 

Saludos",True,False,4/2/2026 6:23:18 PM,4/2/2026 6:23:18 PM,PTE,R4,americo.chapa@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
jjdiazr@nissanmega.com.mx,Joan,Diaz,7299198650,Estado de México,Toluca,INFINITY 21 S.A.S,Dueño/Propietario,,1 a 5,Planes Empresariales,Plan Telcel Empresa,"Buena tarde, me gustaria conocer los requisitos y beneficios de su plan para empresas, saludos,",True,True,4/2/2026 7:16:18 PM,4/2/2026 7:16:18 PM,PTE,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
armando@aivara.mx,Armando,Diaz Gonzalez,8438678924,Jalisco,Guadalajara,"Primavatech Innovación y Desarrollo, S.A. de C.V.",Gerente,,25 a 50,Conectividad Telcel,Conectividad Avanzada M2M,"Somos una empresa mexicana de SaaS que sirve a los sectores de energía, oil & gas y manufactura (clientes como Audi México y Kenworth). Estamos evaluando proveedores de SIMs IoT para nuestras plataformas de control volumétrico y gestión de medición desplegadas en sitios de clientes en México. Nos interesa el modelo de tarifa plana de 1NCE para conectividad LTE-M — específicamente cómo aplica para México (AT&T, Telcel, Movistar) y si la cuota de datos de por vida es adecuada para dispositivos IoT de bajo a mediano consumo. Iniciamos con ~30 SIMs con potencial de escalar. Nos gustaría discutir precios, detalles de cobertura y cualquier consideración específica para México.",True,True,4/3/2026 8:24:21 AM,4/3/2026 8:24:21 AM,COV,R5,alejandra.munoz@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
diana.da96@gmail.com,DIANA,Díaz,5545663058,Estado de México,Atizapán de Zaragoza,"GRUPO TAJEEW, S.A. DE C.V.",Director,,5 a 25,Planes Empresariales,Plan Telcel Empresa,quisiera conocer sus planes de empresa y como funciona con smartphones,True,True,4/3/2026 12:00:32 PM,4/3/2026 12:00:32 PM,PNE,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
contacto@dobra.mx,David,Loera,3311386600,Jalisco,Guadalajara,DLDH,Director,,1 a 5,Planes Empresariales,Plan Telcel Empresa,Me gustaria sacar una línea de Telcel empresa 1.,True,False,4/3/2026 1:53:36 PM,4/3/2026 1:53:36 PM,PTE,R5,alejandra.munoz@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
julieta.munoz@mspv.com.mx,JULIETA,MUNOZ,5579727456,Ciudad de México,Coyoacán,MSPV SEGURIDAD PVDA,Director,,1000+,Business Intelligence,Geodata,"SOY RESPONSABLE DE UN AREA DE TECNOLOGIA E INNOVACION Y RECUERDO QUE ALGUNA EXPO ME ENSEÑARON SOLUCIONES EMPRESARIALES CON GPS, CONTROL VEHICULAR, ETC... ESPERO CONTACTO POR FAVOR, LA INTENCION ES DIGITALIZAR NUESTRA OPERACION LO MAS POSIBLE. GRACIAS",True,True,4/3/2026 2:18:35 PM,4/3/2026 2:18:35 PM,COT,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
facturacionadsa@outlook.com,Melissa,Lomelí,6561359614,Chihuahua,Juárez,ADSA AMBIENTAL,Director,,1 a 5,Planes Empresariales,Plan Telcel Ultra Empresa,"Nos interesa contratar diversos planes bajo una misma razón social, en función de las necesidades de cada puesto",True,False,4/3/2026 2:29:43 PM,4/3/2026 2:29:43 PM,TEU,R3,alberto.sifuentes@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
carloslorenzoflores087@gmail.com,Lorenzo,Flores,9511589179,Oaxaca,Oaxaca de Juárez,Registrar,Otro,Cargo,5 a 25,Gestión Vehicular Telcel,Telemetría,Gracias ayuda mi,True,True,4/4/2026 1:53:10 PM,4/4/2026 1:53:10 PM,GVT,R7,juan.galicia@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
luisc.bautista@gmail.com,Luis Carlos,Rodriguez Bautista,3325302301,Jalisco,Guadalajara,ROBL921219LC4,Dueño/Propietario,,1 a 5,Planes Empresariales,Plan Telcel Empresa,Estoy arrancando esta empresa y quisiera contratar esta nueva línea principalmente esim,True,True,4/5/2026 10:51:01 AM,4/5/2026 10:51:01 AM,PTE,R5,alejandra.munoz@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
gcantu32@hotmail.com,GUSTAVO,LOZANO,8112081171,Nuevo León,Guadalupe,gustavo,Especialista,,1 a 5,Seguridad,Control de Dispositivos MDM, perdí mi celular,True,False,4/5/2026 10:53:33 AM,4/5/2026 10:53:33 AM,COT,R4,americo.chapa@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
cristiangt.deie@outlook.com,Cristian,Guerrero,5535316459,Estado de México,Ecatepec de Morelos,DEIE TIN LOGITICA Y TRANSPORTES,Director,,1 a 5,Planes Empresariales,Plan Telcel Empresa,Informes para adquirir planes y equipos,True,False,4/5/2026 6:34:41 PM,4/5/2026 6:34:41 PM,PTE,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
r.villa@meineke.mx,Raul,Villa,6567801405,Chihuahua,Juárez,Meineke,Director,,5 a 25,Planes Empresariales,Plan Telcel Empresa,"Cotizacion de 8 lineas , sus características, equipos que ofrecen y los servicios de rastreo de las mismas líneas
",True,True,4/5/2026 8:20:30 PM,4/5/2026 8:20:30 PM,PTE,R3,alberto.sifuentes@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
daniel.moralesar@outlook.com,Daniel,Morales,8120281885,Nuevo León,Juárez,Daniel Morales Arredondo,Dueño/Propietario,,1 a 5,Conectividad Telcel,Internet Gestionado,Me interesa conteatar internet para mi negocio.,True,True,4/5/2026 11:28:14 PM,4/5/2026 11:28:14 PM,COT,R4,americo.chapa@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
aadolfogalvan@gmail.com,ADOLFO,GALVAN MAURY,8711075324,Coahuila de Zaragoza,Torreón,MAURY FERRTEROS Y ACEROS,Dueño/Propietario,,5 a 25,Gestión Vehicular Telcel,Medición de Combustible,Deseo cotizar servicio para 5 vehiculos rastreo GPS y combustible,True,True,4/6/2026 9:17:10 AM,4/6/2026 9:17:10 AM,COT,R4,americo.chapa@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
contacto@mlcsi.com,CARLOS,VAZQUEZ,6181584028,Durango,Durango,MLC SOLUCIONES INFORMATICAS SAS DE CV,Dueño/Propietario,,1 a 5,Planes Empresariales,Plan Telcel Empresa,"Buen día. Necesito cotización para la renovación del plan y del equipo de la línea 6181584029. Podrían cotizarme la renovación cambiando al plan telcel emrpesa 3 y el moto g56, por favor",True,False,4/6/2026 10:24:43 AM,4/6/2026 10:24:43 AM,PNE,R3,alberto.sifuentes@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
frigomaster.climas@gmail.com,FRIGO,MASTER,8183666987,Nuevo León,Monterrey,"Frigo Master, S.A. de C.V.",Dueño/Propietario,,1 a 5,Conectividad Telcel,eSIM,NECESITO TENER EL ESTADO DE CUENTA PARA PODER REALIZAR LOS PAGOS EN TIEMPO Y FORMA,True,False,4/6/2026 10:43:08 AM,4/6/2026 10:43:08 AM,COT,R4,americo.chapa@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
leolopez.ninoteam@gmail.com,Leonardo,Lopez,8713076955,Coahuila de Zaragoza,Torreón,ASESORES INMOBILIARIOS DE NUEVOS MODELOS,Asistente,,1 a 5,Conectividad Telcel,eSIM,Quisiera contactar un asesor,True,True,4/6/2026 11:36:25 AM,4/6/2026 11:36:25 AM,COT,R4,americo.chapa@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
transmendozaver@gmail.com,Byron,Mendoza,2293387276,Veracruz de Ignacio de la Llave,Veracruz,Rogelio Mendoza Perez,Dueño/Propietario,,1 a 5,Gestión Vehicular Telcel,Módulo de Ruteo,"Deseo recibir información para contratar un servicio de GPS de renta, para monitoreo de mis unidades",True,True,4/6/2026 12:17:45 PM,4/6/2026 12:17:45 PM,COT,R7,juan.galicia@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
alexx_maxxc@hotmail.com,Alejandro,Hernandez,8184603791,Nuevo León,García,SPHL,Director,,1 a 5,Planes Empresariales,Plan Telcel Empresa,Me gustaría contratar un plan,True,False,4/6/2026 12:47:03 PM,4/6/2026 12:47:03 PM,PTE,R4,americo.chapa@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
drojas@lemad.mx,diego,rojas,5570094646,Querétaro,El Marqués,rc logistics,Dueño/Propietario,,1 a 5,Conectividad Telcel,Internet Gestionado,quiero informacion del internet para empresas,True,False,4/6/2026 1:26:11 PM,4/6/2026 1:26:11 PM,COV,R6,luialdve@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
ventas@togoylayla.com,Ricardo,Vilchis,5540149583,Ciudad de México,Cuajimalpa de Morelos,Togo y Layla,Director,,1 a 5,Planes Empresariales,Plan Telcel Empresa,"Quiero mas información de todos los planes empresariales que manejan, y que necesito para contratar el plan y que incluya equipo",True,True,4/6/2026 1:35:10 PM,4/6/2026 1:35:10 PM,PTE,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
riverabigo@icloud.com,jesus,jacuinde,2371008186,Puebla,Tehuacán,SEYOBIC DE MEXICO,Gerente,,1 a 5,Gestión Vehicular Telcel,Módulo de Ruteo,cotizacion para colocacion de gps,True,True,4/6/2026 2:49:46 PM,4/6/2026 2:49:46 PM,GVT,R7,juan.galicia@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
tcmexico51@gmail.com,ALEJANDRA DEL ROSARIO,GARCIA RODRIGUEZ,5532226481,Ciudad de México,Iztacalco,GASACA NET,Dueño/Propietario,,1 a 5,Planes Empresariales,Plan Telcel Empresa,"Interesada en el plan Telcel Empresa 2, y si debo acudir personalmente, me interesa me asignen la sucursal de Parque Tezontle, por favor.
Gracias !",True,False,4/6/2026 3:09:54 PM,4/6/2026 3:09:54 PM,PTE,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
cobranzadulmich@outlook.com,KARINA,TORRES,4431698627,Michoacán de Ocampo,Morelia,DULMICH,Gerente,,25 a 50,Conectividad Telcel,eSIM,Requiero cotización de 8 lineas telefónicas,True,False,4/6/2026 3:18:06 PM,4/6/2026 3:18:06 PM,COT,R5,alejandra.munoz@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
auxadm@territoriodigital.co,Sandra,Sandoval,3176676806,Guanajuato,León,TERRITORIO DIGITAL SOCIEDAD ANONIMA DE CAPITAL VARIABLE,Asistente,,1 a 5,Planes Empresariales,Plan Telcel Empresa,"Buenas tardes, por favor nos podrían colaborar con información de un plan empresarial, por el momento sería para una persona",True,False,4/6/2026 3:28:08 PM,4/6/2026 3:28:08 PM,PTE,R6,luialdve@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
